Texto_limpo,Classificacao
rt minas gerais é o quarto estado a garantir o direito à amamentação em público jornalhoje,Positivo
rt minas gerais é o quarto estado a garantir o direito à amamentação em público jornalhoje,Positivo
rt minas gerais é o quarto estado a garantir o direito à amamentação em público jornalhoje,Positivo
rt minas gerais é o quarto estado a garantir o direito à amamentação em público jornalhoje,Positivo
rt minas gerais é o quarto estado a garantir o direito à amamentação em público jornalhoje,Positivo
rt minas gerais é o quarto estado a garantir o direito à amamentação em público jornalhoje,Positivo
rt minas gerais é o quarto estado a garantir o direito à amamentação em público jornalhoje,Positivo
rt governo de minas adquire helicópteros e outros equipamentos para a defesa civil pm e bombeiros,Negativo
rt governo de minas adquire helicópteros e outros equipamentos para a defesa civil pm e bombeiros,Negativo
rt governador de minas usa helicóptero do estado para buscar filho e recebe críticas,Negativo
rt em calamidade financeira governo de minas gerais compra mais dois helicópteros,Negativo
rt em calamidade financeira governo de minas gerais compra mais dois helicópteros,Negativo
rt em calamidade financeira governo de minas gerais compra mais dois helicópteros,Negativo
rt em calamidade financeira governo de minas gerais compra mais dois helicópteros,Negativo
rt governo de mg põe em sigilo dados sobre voos de pimentel,Negativo
rt vereador chega algemado à câmara de caratinga para tomar posse do cargo politica estado de minas,Negativo
rt vereador chega algemado à câmara de caratinga para tomar posse do cargo politica estado de minas,Negativo
rt vereador chega algemado à câmara de caratinga para tomar posse do cargo politica estado de minas,Negativo
rt a balada de pimentel governador de mg atrasa salários mas abusa de mordomias,Negativo
rt a balada de pimentel governador de mg atrasa salários mas abusa de mordomias,Negativo
rt a balada de pimentel governador de mg atrasa salários mas abusa de mordomias,Negativo
rt a balada de pimentel governador de mg atrasa salários mas abusa de mordomias,Negativo
rt bb avisa justiça que governo de mg desgovernado pelo pt não tem recursos em conta judicial,Negativo
rt bb avisa justiça que governo de mg desgovernado pelo pt não tem recursos em conta judicial,Negativo
rt bb avisa justiça que governo de mg desgovernado pelo pt não tem recursos em conta judicial,Negativo
rt bb avisa justiça que governo de mg desgovernado pelo pt não tem recursos em conta judicial,Negativo
rt bb avisa justiça que governo de mg desgovernado pelo pt não tem recursos em conta judicial,Negativo
rt temer altera programas sociais de lula e dilma politica estado de minas,Neutro
rt prezado servidor sabe seu 13 então,Neutro
rt pea nieto en estado puroasí explica el gasolinazo,Neutro
rt governo tira do ar campanha polêmica sobre mortes no trânsito politica estado de minas,Neutro
rt governo tira do ar campanha polêmica sobre mortes no trânsito politica estado de minas,Neutro
rt ministério público de mg restringe entrevistas de promotores à imprensa politica estado de minas,Negativo
rt secretário deixa cargo no governo temer após defender chacinas politica estado de minas,Neutro
rt im at pompeu in pompeu estado de minas gerais,Neutro
rt im at pompeu in pompeu estado de minas gerais,Neutro
rt im at pompeu in pompeu estado de minas gerais,Neutro
rt la prosperidad antes de ser material es un estado de conciencia frasedehoy quotes,Neutro
rt vooooaaaaa minas voa nos helicópteros do pimentel,Negativo
rt vooooaaaaa minas voa nos helicópteros do pimentel,Negativo
rt vooooaaaaa minas voa nos helicópteros do pimentel,Negativo
rt vooooaaaaa minas voa nos helicópteros do pimentel,Negativo
rt vooooaaaaa minas voa nos helicópteros do pimentel,Negativo
rt vooooaaaaa minas voa nos helicópteros do pimentel,Negativo
rt vooooaaaaa minas voa nos helicópteros do pimentel,Negativo
rt a cruzeirense e o são destaque do caderno de tv do estado de minas deste domingo h,Neutro
rt via governador terá um helicóptero bloodmary,Neutro
rt preso homem que usava garras de espeto de churrasco à la wolverine nacional estado de minas,Neutro
rt en ese estado nadie puede salir tan hermosa hasta borracha sale diosa en las fotos,Neutro
rt esse secretário de temer o imbecil bruno júlio pmdbmg é a cara do governo golpista,Negativo
rt esse secretário de temer o imbecil bruno júlio pmdbmg é a cara do governo golpista,Negativo
rt sobre o governador de minas só há uma pergunta a fazer por que o meliante ainda não está preso,Negativo
rt lechuguinodelasemana se volvió loco julio borges llama a la fanb a dar un golpe de estado video,Neutro
rt lomásleído el seor lo reprenda cura diabólico ovidio pérez llama a golpe de estado tuits,Neutro
rt rt governador de minas usa helicóptero do estado pbuscar filho em festa,Negativo
rt não me arrependo diz americano que reagiu a assalto no rio e foi preso por desacato nacional estado de minas,Neutro
rt não me arrependo diz americano que reagiu a assalto no rio e foi preso por desacato nacional estado de minas,Neutro
rt banco do brasil cobra de minas r 15 bilhão em depósitos judiciais eles quebram e acabam com tudo,Negativo
rt governo de mg compra mais 2 helicópteros pimentel garantindo a carona do filhote depois das cac,Negativo
rt levántatefinal quién ha estado mejor rt lorenzomg irene,Neutro
rt bb avisa justiça que governo de mg desgovernado pelo pt não tem recursos em conta judicial,Negativo
rt bb avisa justiça que governo de mg desgovernado pelo pt não tem recursos em conta judicial,Negativo
rt bb avisa justiça que governo de mg não tem recursos em conta judicial,Negativo
rt bb avisa justiça que governo de mg não tem recursos em conta judicial,Negativo
rt mesmo em calamidade financeira governo de mg compra mais dois helicópteros,Negativo
rt cês sabem pq minas gerais é um ótimo estado pq tem minas no nome pq se fosse manos gerais seria um lixo,Neutro
rt ônibus 480 e o estágio me paga 250 de passagem cade coerência governo de minas bora ajudar a classe dos estagiários pro,Negativo
rt estoy ignorando todo programa donde haya estado seokjin donde se hace el capo con las minas xq si los llego a ver me r,Neutro
rt estoy ignorando todo programa donde haya estado seokjin donde se hace el capo con las minas xq si los llego a ver me r,Neutro
rt estoy ignorando todo programa donde haya estado seokjin donde se hace el capo con las minas xq si los llego a ver me r,Neutro
rt estoy ignorando todo programa donde haya estado seokjin donde se hace el capo con las minas xq si los llego a ver me r,Neutro
rt estoy ignorando todo programa donde haya estado seokjin donde se hace el capo con las minas xq si los llego a ver me r,Neutro
rt estoy ignorando todo programa donde haya estado seokjin donde se hace el capo con las minas xq si los llego a ver me r,Neutro
rt estoy ignorando todo programa donde haya estado seokjin donde se hace el capo con las minas xq si los llego a ver me r,Neutro
rt exdiretor do governo de minas saiu da agência de desenvolvimento da região metropolitana de bh em maio2016,Neutro
rt exdiretor do governo de minas saiu da agência de desenvolvimento da região metropolitana de bh em maio2016,Neutro
rt exdiretor do governo de minas saiu da agência de desenvolvimento da região metropolitana de bh em maio2016,Neutro
rt exdiretor do governo de minas saiu da agência de desenvolvimento da região metropolitana de bh em maio2016,Neutro
rt exdiretor do governo de minas saiu da agência de desenvolvimento da região metropolitana de bh em maio2016,Neutro
rt exdiretor do governo de minas saiu da agência de desenvolvimento da região metropolitana de bh em maio2016,Neutro
rt exdiretor do governo de minas saiu da agência de desenvolvimento da região metropolitana de bh em maio2016,Neutro
rt exdiretor do governo de minas saiu da agência de desenvolvimento da região metropolitana de bh em maio2016,Neutro
rt exdiretor do governo de minas saiu da agência de desenvolvimento da região metropolitana de bh em maio2016,Neutro
rt com o pai preso filhos de cunha curtem a vida adoidado politica estado de minas,Neutro
rt como quieren que supere brc si me siguen dando mg al video de micaela en grisu con su estado de bipolaridad,Neutro
rt pd ha fatto sparire mobilità per i lavoratori lasciati a casa governo toglie 25 miliardi a chi perde il lavoro,Neutro
rt en cualquier momento tiró un estado en fb de mg y te hablo porque mis noches son las más aburridas del mundo,Neutro
rt el nuevo vicepresidente tareck el aissami deja un estado aragua convertido en la región más violenta del país en 2016,Neutro
rt maduro dice que tareck es especialista en seguridad ciudadana su estado aragua terminó con una tasa de muertes por acción po,Neutro
rt andrés y santiago restrepo arismendi jamás desaparecerán del corazón del pueblo ecuatorianocrimen de estado que no se bor,Neutro
rt não entendeu o que o domingão do faustão tem com isso repara nessa declaração lymda do governador do am,Neutro
rt em meio à crise carcerária padilha cita darcy ribeiro no twitter nacional estado de minas,Neutro
rt e o senhor governador de mg como tem coragem de olhar p seu filho sendo desleal dessa maneira e o,Negativo
rt e o senhor governador de mg como tem coragem de olhar p seu filho sendo desleal dessa maneira e o,Negativo
rt e o senhor governador de mg como tem coragem de olhar p seu filho sendo desleal dessa maneira e o,Negativo
rt esse sotaque de minas seu melhor estado não é msm amo,Neutro
rt bb avisa justiça que governo de mg não tem recursos em conta judicial,Negativo
rt suspeito de matar companheira dentro de carro em bh é liberado gerais estado de minas,Neutro
rt suspeito de matar companheira dentro de carro em bh é liberado gerais estado de minas,Neutro
rt alguma dúvida de que esse governo tem que ser afastado b brasil cobra de minas r 15 bilhão em depósitos judiciais,Negativo
rt alguma dúvida de que esse governo tem que ser afastado b brasil cobra de minas r 15 bilhão em depósitos judiciais,Negativo
rt em calamidade financeira governo de mg compra dois helicópteros by fpetralha via,Negativo
rt em calamidade financeira governo de mg compra dois helicópteros by fpetralha via,Negativo
rt um é pouco dinheiro sobrando governo de minas gerais compra mais dois helicópteros,Negativo
rt um é pouco dinheiro sobrando governo de minas gerais compra mais dois helicópteros,Negativo
rt um é pouco dinheiro sobrando governo de minas gerais compra mais dois helicópteros,Negativo
rt um é pouco dinheiro sobrando governo de minas gerais compra mais dois helicópteros,Negativo
